engine,BPR,OPR,year,mode_pct,thrust_kN,fuel_kg_s,TSFC
Trent 1000-N3,8.91709,48.7886281981492,2009.0,1.0,358.055181668,2.8016659610712957,0.028168835353453194
Trent 1000-P3,9.01653,46.0013364180729,2009.0,1.0,334.679775058,2.556194371364924,0.02749583459388595
Trent 1000-Q3,8.93421,47.9557532661949,2009.0,1.0,350.902440692,2.7209244307357343,0.02791467603169612
Trent 1000-R3,8.88349,49.5509281437126,2009.0,1.0,363.873456044,2.8719394800770104,0.028413675019556894
Trent7000-68,9.15518,42.9717276810016,2009.0,1.0,308.737744354,2.28795574531031,0.02667843771532175
Trent7000-70,9.09338,44.0889874795863,2009.0,1.0,317.772083236,2.37296753505297,0.02688305101945123
Trent7000-72,8.93939,45.7701830430049,2009.0,1.0,327.918477618,2.5020034851371373,0.02746784082410388
Trent7000-72C,8.93939,45.7701830430049,2009.0,1.0,327.918477618,2.5020034851371373,0.02746784082410388
Trent7000-72D,8.93939,45.7701830430049,2009.0,1.0,327.918477618,2.5020034851371373,0.02746784082410388
Trent XWB-75,9.28,36.77,2012.0,1.0,334.0,2.411,0.02598682634730539
Trent XWB-79,9.15,38.8098269447231,2012.0,1.0,355.2,2.601,0.026361486486486486
Trent XWB-79B,9.15,38.8098269447231,2012.0,1.0,355.2,2.601,0.026361486486486486
Trent XWB-84,9.01,41.09,2012.0,1.0,379.0,2.819,0.02677678100263852
Trent XWB-75,9.3,36.8,2012.0,1.0,334.0,2.411,0.02598682634730539
Trent XWB-79B,9.15,38.8,2012.0,1.0,355.2,2.601,0.026361486486486486
Trent XWB-79,9.15,38.8,2012.0,1.0,355.2,2.601,0.026361486486486486
Trent XWB-84,9.01,41.1,2012.0,1.0,379.0,2.819,0.02677678100263852
Trent XWB-97,8.04,48.57,2016.0,1.0,436.7,3.507,0.02891046485001145
Trent XWB-97,8.059,48.4131736526946,2020.0,1.0,436.74867707,3.4978265142580667,0.028831628147807365
Trent XWB-75,9.3,36.8,2012.0,1.0,334.0,2.411,0.02598682634730539
Trent XWB-79B,9.15,38.8,2012.0,1.0,355.2,2.601,0.026361486486486486
Trent XWB-79,9.15,38.8,2012.0,1.0,355.2,2.601,0.026361486486486486
Trent XWB-84,9.01,41.1,2012.0,1.0,379.0,2.819,0.02677678100263852
Trent XWB-97,8.059,48.4131736526946,2020.0,1.0,436.74867707,3.4978265142580667,0.028831628147807365
ALF 502L-2,5.1,13.15,1982.0,1.0,33.4,0.3999,0.043102994011976044
ALF 502R-3,5.7,11.4,1982.0,1.0,29.8,0.3476,0.04199194630872484
ALF 502R-5,5.6,12.0,1982.0,1.0,31.0,0.3581,0.041585806451612896
"LF507-1F, -1H",5.1,13.0,1990.0,1.0,31.0,0.3578,0.04155096774193548
D-36,5.0,19.9,1984.0,1.0,63.765,0.634,0.0357939308398024
D-36 ser. 4A,5.0,19.9,1984.0,1.0,63.77,0.634,0.03579112435314411
D-436-148 F1,4.9,19.8,1991.0,1.0,64.43,0.548,0.030619276734440478
D-436-148 F2,4.9,20.73,1991.0,1.0,68.72,0.581,0.030436554132712457
TFE731-2-2B,2.64,13.9,1975.0,0.85,13.26,0.173,0.0469683257918552
TFE731-3,2.64,14.3,1976.0,0.85,14.025,0.186,0.04774331550802139
AE3007A,5.23,18.08,1994.0,0.85,28.670499999999997,0.315,0.039552850490922734
AE3007C1,5.1,16.6,1994.0,0.85,26.775,0.269,0.03616806722689076
AE3007A1,4.77,17.97,1994.0,0.85,29.673499999999997,0.318,0.038579877668626895
AE3007A1,4.77,17.97,2002.0,0.85,29.673499999999997,0.318,0.038579877668626895
AE3007A1 series,4.76,17.81,1994.0,0.85,28.670499999999997,0.319,0.040055108909855086
AE3007A1,4.77,17.97,2001.0,0.85,29.673499999999997,0.318,0.038579877668626895
AE3007A1/1,4.77,17.9,1994.0,0.85,29.529,0.3163,0.03856141420298689
AE3007A1/1,4.77,17.9,2002.0,0.85,29.529,0.3163,0.03856141420298689
AE3007A1/1,4.77,17.9,2001.0,0.85,29.529,0.3163,0.03856141420298689
AE3007A1/3,4.81,17.22,1994.0,0.85,28.092499999999998,0.2999,0.038431609860283
AE3007A1/3,4.81,17.22,2002.0,0.85,28.092499999999998,0.2999,0.038431609860283
AE3007A1/3,4.81,17.22,2001.0,0.85,28.092499999999998,0.2999,0.038431609860283
AE3007A1P,4.77,17.9,1994.0,0.85,29.529,0.3163,0.03856141420298689
AE3007A1P,4.77,17.9,2002.0,0.85,29.529,0.3163,0.03856141420298689
AE3007A1P,4.77,17.9,2001.0,0.85,29.529,0.3163,0.03856141420298689
AE3007A2,4.79,20.2,2001.0,0.85,35.8955,0.388,0.03891295566296611
AE3007A3,4.72,17.2,1994.0,0.85,28.05,0.2995,0.038438502673796796
AE3007A3,4.72,17.2,2002.0,0.85,28.05,0.2995,0.038438502673796796
AE3007A3,4.72,17.2,2001.0,0.85,28.05,0.2995,0.038438502673796796
AE3007C,5.3,16.2,1994.0,0.85,24.310000000000002,0.234,0.0346524064171123
AE3007A1E,4.72,19.06,2001.0,0.85,31.585999999999995,0.3425,0.039036281897043
AE3007C,5.2,15.8,1994.0,0.85,25.177,0.2527,0.03613297851213409
AE3007C,5.2,15.8,1994.0,0.85,25.177,0.2527,0.03613297851213409
AE3007C,5.2,15.8,2002.0,0.85,25.177,0.2527,0.03613297851213409
AE3007C1,5.1,16.58,1994.0,0.85,26.741,0.2689,0.03620059085299727
AE3007C1,5.1,16.58,2002.0,0.85,26.741,0.2689,0.03620059085299727
AE3007C2,4.99,17.44,2002.0,0.85,27.820499999999996,0.2714,0.03511942632231628
AE3007A1,4.77,17.97,2001.0,0.85,29.673499999999997,0.318,0.038579877668626895
AE3007A1/1,4.77,17.9,2001.0,0.85,29.529,0.3163,0.03856141420298689
AE3007A1/3,4.81,17.22,2001.0,0.85,28.092499999999998,0.2999,0.038431609860283
AE3007A1P,4.77,17.9,2001.0,0.85,29.529,0.3163,0.03856141420298689
AE3007A1E,4.72,19.06,2001.0,0.85,31.585999999999995,0.3425,0.039036281897043
AE3007A2,4.79,20.2,2001.0,0.85,35.8955,0.388,0.03891295566296611
AE3007A3,4.72,17.2,2001.0,0.85,28.05,0.2995,0.038438502673796796
D-30 (Il series),0.85,18.4,1990.0,0.85,56.644,0.975,0.06196596285573053
D-30KP-2,2.2,19.45,1990.0,0.85,99.96,1.42,0.05114045618247299
D-30KU,2.35,17.4,1989.0,0.85,95.795,1.3,0.048854324338431024
D-30KU-154,2.3,17.0,1989.0,0.85,91.375,1.1,0.04333789329685363
PS-90A,5.0,30.85,1989.0,0.85,133.365,1.431,0.03862782589135081
PS-90A,4.48,30.8,2007.0,0.85,131.41,1.279,0.035038429343276764
PS-90A1,4.36,33.79,2007.0,0.85,144.24499999999998,1.354,0.03379250580609381
PS-90A2,4.32,31.23,2006.0,0.85,133.4075,1.117,0.03014223338268088
BR700-710A1-10,4.2,24.31,1996.0,0.85,55.768499999999996,0.588,0.03795691115952554
BR700-710A1-10,4.2,24.23,1996.0,0.85,55.768499999999996,0.594,0.038344226579520704
BR700-710A2-20,4.19,24.16,1996.0,0.85,55.768499999999996,0.595,0.038408779149519894
BR700-710C4-11,4.05,24.95,1996.0,0.85,58.454499999999996,0.617,0.037998785380081945
BR700-715A1-30,4.66,28.98,1998.0,0.85,71.536,0.69,0.03472377544173563
BR700-715A1-30,4.68,28.75,1999.0,0.85,70.7455,0.686,0.03490822737841984
BR700-715B1-30,4.6,30.47,1998.0,0.85,76.22800000000001,0.743,0.03508946843679488
BR700-715B1-30,4.6,30.58,1999.0,0.85,76.22800000000001,0.75,0.03542005562260586
BR700-715C1-30,4.55,32.01,1998.0,0.85,81.0305,0.799,0.035497744676387284
BR700-715C1-30,4.54,32.15,1999.0,0.85,81.0305,0.805,0.03576431096932636
BR700-725A1-12,4.35,26.16,2008.0,0.85,64.345,0.65,0.03636646204056259
BR700-710D5-21,4.62,33.14,2017.0,0.85,58.1655,0.564,0.03490729040410553
BR700-710A2-20,4.19,24.16,1996.0,0.85,55.768499999999996,0.595,0.038408779149519894
BR700-710C4-11,4.05,24.95,1996.0,0.85,58.454499999999996,0.617,0.037998785380081945
BR700-710D5-21,4.62,33.14,2017.0,0.85,58.1655,0.564,0.03490729040410553
BR700-725A1-12,4.35,26.16,2008.0,0.85,64.345,0.65,0.03636646204056259
CFM56-2A series,6.0,25.2,1983.0,0.85,90.746,0.911,0.03614043594208009
CFM56-2B-1,6.0,23.5,1983.0,0.85,83.181,0.819,0.035445594546831605
CFM56-2-C5,6.0,23.5,1983.0,0.85,83.181,0.819,0.035445594546831605
CFM56-3-B1,5.1,22.44,1983.0,0.85,75.99849999999999,0.792,0.03751652993151181
CFM56-3B-2,5.1,24.1,1983.0,0.85,83.55499999999999,0.878,0.037828974926695
CFM56-3C-1,5.1,25.5,1983.0,0.85,88.91,0.954,0.0386278258913508
CFM56-3C-1 (Rerated),5.1,21.3,1983.0,0.85,69.9465,0.732,0.03767450837425747
CFM56-5-A1,6.0,26.6,1986.0,0.85,94.52,0.862,0.0328311468472281
CFM56-5A3,6.0,27.9,1986.0,0.85,100.198,0.925,0.03323419629134314
CFM56-5A4,6.0,23.8,1986.0,0.85,83.20649999999999,0.74,0.03201672946224154
CFM56-5A5,6.0,25.1,1986.0,0.85,88.8505,0.799,0.032373481297235246
CFM56-5B1,5.7,30.2,1992.0,0.85,113.43249999999999,1.113,0.035323209838450186
CFM56-5B1/2,5.7,30.2,1994.0,0.85,113.43249999999999,1.104,0.035037577413880513
CFM56-5B1/2P,5.7,30.5,1996.0,0.85,113.475,1.07,0.03394580304031725
CFM56-5B1/3,5.5,30.2,2005.0,0.85,113.39,1.063,0.03374900784901667
CFM56-5B1/P,5.7,30.47,1995.0,0.85,113.43249999999999,1.058,0.03357767835496882
CFM56-5B2,5.6,31.3,1992.0,0.85,117.215,1.158,0.03556541398285202
CFM56-5B2/2,5.7,31.2,1994.0,0.85,117.215,1.132,0.034766881371838074
CFM56-5B2/2P,5.6,31.6,1996.0,0.85,117.215,1.11,0.034091199931749354
CFM56-5B2/3,5.5,31.3,2005.0,0.85,117.215,1.107,0.03399906155355543
CFM56-5B2/P,5.6,31.57,1995.0,0.85,117.215,1.099,0.03375335921170499
CFM56-5B3/2P,5.6,32.8,1996.0,0.85,121.04,1.15,0.034203569068076665
CFM56-5B3/3,5.4,32.6,2005.0,0.85,120.95500000000001,1.153,0.03431689471290976
CFM56-5B3/P,5.6,32.78,1995.0,0.85,120.99749999999999,1.141,0.03394780883902561
CFM56-5B4,5.9,27.1,1992.0,0.85,100.215,0.961,0.03452177817691962
CFM56-5B4/2,5.7,27.1,1994.0,0.85,100.215,0.975,0.03502469690166143
CFM56-5B4/2P,5.9,27.7,1996.0,0.85,102.085,0.95,0.03350149385316158
CFM56-5B4/3,5.7,27.3,2005.0,0.85,102.085,0.939,0.03311358181907234
CFM56-5B4/P,5.9,27.69,1995.0,0.85,102.09349999999999,0.935,0.03296977770377155
CFM56-5B5/3,6.0,23.1,2005.0,0.85,83.215,0.743,0.032143243405636006
CFM56-5B5/P,5.9,23.33,1995.0,0.85,83.20649999999999,0.742,0.03210326116349084
CFM56-5B6/2,5.7,24.8,1995.0,0.85,88.825,0.827,0.03351759076836476
CFM56-5B6/2P,6.0,24.6,1996.0,0.85,88.825,0.81,0.03282859555305376
CFM56-5B6/3,5.9,24.3,2005.0,0.85,88.825,0.8,0.03242330424992964
CFM56-5B6/P,6.0,24.64,1995.0,0.85,88.8505,0.799,0.032373481297235246
CFM56-5B7/3,5.7,27.3,2005.0,0.85,102.085,0.939,0.03311358181907234
CFM56-5B7/P,5.9,27.69,1995.0,0.85,102.09349999999999,0.935,0.03296977770377155
CFM56-5B8/3,6.0,22.7,2005.0,0.85,81.68499999999999,0.727,0.03204015425108649
CFM56-5B8/P,5.9,22.6,1995.0,0.85,80.495,0.729,0.032603267283682215
CFM56-5B9/2P,5.9,24.4,1996.0,0.85,86.87,0.799,0.033111545988258315
CFM56-5B9/3,5.9,24.2,2005.0,0.85,88.05999999999999,0.793,0.03241880535998184
CFM56-5B9/P,5.9,24.0,1995.0,0.85,86.87,0.794,0.03290433981811903
CFM56-5C2,6.8,28.8,1991.0,0.85,117.963,1.076,0.0328374151216907
CFM56-5C2/P,6.8,28.2,1991.0,0.85,116.9685,1.035,0.031854730119647595
CFM56-5C3,6.7,29.9,1991.0,0.85,122.88449999999999,1.131,0.03313355223807722
CFM56-5C3/P,6.7,29.2,1991.0,0.85,121.8305,1.085,0.03206093712165673
CFM56-5C4,6.6,31.15,1991.0,0.85,128.5625,1.195,0.033462323772484204
CFM56-5C4/P,6.6,30.5,1991.0,0.85,127.415,1.143,0.03229447082368638
CFM56-5B1/3,5.5,30.2,2005.0,0.85,113.39,1.063,0.03374900784901667
CFM56-5B2/3,5.5,31.3,2005.0,0.85,117.215,1.107,0.03399906155355543
CFM56-5B3/3,5.4,32.6,2005.0,0.85,120.95500000000001,1.153,0.03431689471290976
CFM56-5B4/3,5.7,27.3,2005.0,0.85,102.085,0.939,0.03311358181907234
CFM56-5B5/3,6.0,23.1,2005.0,0.85,83.215,0.743,0.032143243405636006
CFM56-5B6/3,5.9,24.3,2005.0,0.85,88.825,0.8,0.03242330424992964
CFM56-5B7/3,5.7,27.3,2005.0,0.85,102.085,0.939,0.03311358181907234
CFM56-5B8/3,6.0,22.7,2005.0,0.85,81.68499999999999,0.727,0.03204015425108649
CFM56-5B9/3,5.9,24.2,2005.0,0.85,88.05999999999999,0.793,0.03241880535998184
CFM56-7B18,5.5,21.59,1996.0,0.85,73.729,0.714,0.03486280839289832
CFM56-7B18/3,5.5,21.4,2005.0,0.85,73.69500000000001,0.702,0.03429269285568898
CFM56-7B20,5.4,22.61,1996.0,0.85,77.8855,0.761,0.03517471159586829
CFM56-7B20/2,5.4,22.77,1997.0,0.85,77.8855,0.754,0.03485115971522299
CFM56-7B20/3,5.5,22.4,2005.0,0.85,77.86,0.746,0.03449267916773696
CFM56-7B20E,5.5,22.4,2005.0,0.85,77.86,0.746,0.03449267916773696
CFM56-7B22,5.3,24.41,1996.0,0.85,85.8245,0.844,0.03540247831330215
CFM56-7B22/2,5.3,24.61,1997.0,0.85,85.8245,0.837,0.035108855862836366
CFM56-7B22/3,5.3,24.2,2005.0,0.85,85.85,0.832,0.03488875946418171
CFM56-7B22E,5.3,24.2,2005.0,0.85,85.85,0.832,0.03488875946418171
CFM56-7B22E/B1,5.3,24.2,2005.0,0.85,85.85,0.832,0.03488875946418171
CFM56-7B24,5.2,25.78,1996.0,0.85,91.5025,0.91,0.03580230048359334
CFM56-7B24/2,5.2,25.95,1997.0,0.85,91.5025,0.902,0.03548755498483648
CFM56-7B24/3,5.3,25.6,2005.0,0.85,91.46,0.895,0.03522851519790072
CFM56-7B24E,5.3,25.6,2005.0,0.85,91.46,0.895,0.03522851519790072
CFM56-7B24E/B1,5.3,25.6,2005.0,0.85,91.46,0.895,0.03522851519790072
CFM56-7B26,5.1,27.61,1996.0,0.85,99.44149999999999,0.999,0.03616598703760503
CFM56-7B26,5.1,27.61,1996.0,0.85,99.44149999999999,0.999,0.03616598703760503
CFM56-7B26/2,5.1,27.8,1997.0,0.85,99.44149999999999,0.989,0.035803965145336715
CFM56-7B26/3,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26/3 (Research Measurement),5.1,27.7,2013.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E/B1,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E/B2,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E/B2F,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E/F,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B27,5.0,28.63,1996.0,0.85,103.22399999999999,1.043,0.036375261567077426
CFM56-7B27/2,5.0,28.84,1997.0,0.85,103.22399999999999,1.033,0.03602650546384562
CFM56-7B27/3,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27AE,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E/B1,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E/B1F,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E/B3,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E/F,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B20E,5.5,22.4,2005.0,0.85,77.86,0.746,0.03449267916773696
CFM56-7B22E,5.3,24.2,2005.0,0.85,85.85,0.832,0.03488875946418171
CFM56-7B22E/B1,5.3,24.2,2005.0,0.85,85.85,0.832,0.03488875946418171
CFM56-7B24E,5.3,25.6,2005.0,0.85,91.46,0.895,0.03522851519790072
CFM56-7B24E/B1,5.3,25.6,2005.0,0.85,91.46,0.895,0.03522851519790072
CFM56-7B26E,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E/B1,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E/B2,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E/F,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B26E/B2F,5.1,27.7,2005.0,0.85,99.45,0.986,0.03569230769230769
CFM56-7B27E,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E/B1,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E/B3,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27AE,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E/F,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
CFM56-7B27E/B1F,5.1,29.0,2005.0,0.85,103.19,1.031,0.03596860160868301
LEAP-1A26/26E1,11.1,33.4,2016.0,0.85,102.50999999999999,0.705,0.024758560140474103
LEAP-1A35A/33/33B2/32/30,10.5,38.6,2016.0,0.85,121.63499999999999,0.864,0.02557158712541621
LEAP-1A24/24E1/23,11.3,30.0,2016.0,0.85,90.78,0.616,0.024428288169200264
LEAP-1A26/26E1,11.1,33.3,2016.0,0.85,102.50999999999999,0.71,0.024934152765583847
LEAP-1A35A/33/33B2/32/30,10.5,38.5,2016.0,0.85,121.63499999999999,0.869,0.025719570847206812
LEAP-1A26CJ,11.1,33.3,2016.0,0.85,102.50999999999999,0.71,0.024934152765583847
LEAP-1A29,10.7,35.5,2016.0,0.85,110.75500000000001,0.777,0.02525574466164056
LEAP-1A29CJ,10.7,35.5,2016.0,0.85,110.75500000000001,0.777,0.02525574466164056
LEAP-1A24/24E1/23,11.3,30.0,2016.0,0.85,90.78,0.616,0.024428288169200264
LEAP-1A26/26E1,11.1,33.3,2016.0,0.85,102.50999999999999,0.71,0.024934152765583847
LEAP-1A26CJ,11.1,33.3,2016.0,0.85,102.50999999999999,0.71,0.024934152765583847
LEAP-1A29,10.7,35.5,2016.0,0.85,110.75500000000001,0.777,0.02525574466164056
LEAP-1A29CJ,10.7,35.5,2016.0,0.85,110.75500000000001,0.777,0.02525574466164056
LEAP-1A35A/33/33B2/32/30,10.5,38.5,2016.0,0.85,121.63499999999999,0.869,0.025719570847206812
LEAP-1B28,8.6,41.5,2016.0,0.85,110.84,0.864,0.028062071454348612
LEAP-1B28B2,8.6,41.5,2016.0,0.85,110.84,0.864,0.028062071454348612
LEAP-1B27,8.5,39.92,2016.0,0.85,105.995,0.818,0.02778244256804566
LEAP-1B25,8.4,38.4,2016.0,0.85,101.32,0.773,0.02746545598105014
LEAP-1B21,8.5,36.8,2016.0,0.85,94.60499999999999,0.722,0.027474234977009675
LEAP-1B23,8.5,37.9,2016.0,0.85,97.92,0.752,0.02764705882352941
LEAP-1B25,8.4,40.135,2016.0,0.85,101.32,0.784,0.027856296881168575
LEAP-1B28BBJ2,8.3,40.5,2016.0,0.85,105.995,0.826,0.0280541534978065
LEAP-1B27,8.3,40.5,2016.0,0.85,105.995,0.826,0.0280541534978065
LEAP-1B28B2C,8.3,40.5,2016.0,0.85,105.995,0.826,0.0280541534978065
LEAP-1B28BBJ1,8.3,42.0,2016.0,0.85,110.84,0.873,0.028354384698664744
LEAP-1B28/28B2/28B1/28B3,8.3,42.0,2016.0,0.85,110.84,0.873,0.028354384698664744
LEAP-1B21,8.5,36.8,2016.0,0.85,94.60499999999999,0.722,0.027474234977009675
LEAP-1B23,8.5,37.9,2016.0,0.85,97.92,0.752,0.02764705882352941
LEAP-1B25,8.4,40.135,2016.0,0.85,101.32,0.784,0.027856296881168575
LEAP-1B27,8.3,40.5,2016.0,0.85,105.995,0.826,0.0280541534978065
LEAP-1B28B2C,8.3,40.5,2016.0,0.85,105.995,0.826,0.0280541534978065
LEAP-1B28BBJ1,8.3,42.0,2016.0,0.85,110.84,0.873,0.028354384698664744
LEAP-1B28BBJ2,8.3,40.5,2016.0,0.85,105.995,0.826,0.0280541534978065
LEAP-1B28/28B1/28B2/28B3,8.3,42.0,2016.0,0.85,110.84,0.873,0.028354384698664744
GP7270,8.71,36.62,2005.0,0.85,282.5315,2.169,0.027637272304150157
CF34-10A16,5.7,25.1,2006.0,0.85,65.36500000000001,0.632,0.034807618756215096
CF34-10A16/16-B,5.7,25.1,2006.0,0.85,65.36500000000001,0.632,0.034807618756215096
CF34-10A18,5.4,26.5,2006.0,0.85,69.785,0.684,0.035285519810847606
CF34-10E2A1,5.09,25.1,2004.0,0.85,64.124,0.64,0.03593038487929637
CF34-10E2A1,5.09,25.1,2004.0,0.85,64.124,0.64,0.03593038487929637
CF34-10E5,5.09,25.6,2006.0,0.85,65.79,0.65,0.03556771545827633
CF34-10E5,5.09,25.5,2009.0,0.85,65.79,0.653,0.035731874145006844
CF34-10E5,5.09,25.6,2004.0,0.85,65.79,0.659,0.03606019151846785
CF34-10E5A1,5.09,27.3,2006.0,0.85,71.145,0.714,0.03612903225806452
CF34-10E5A1,5.09,27.2,2009.0,0.85,71.145,0.717,0.036280834914611
CF34-10E5A1,5.09,27.3,2004.0,0.85,71.145,0.72,0.03643263757115749
CF34-10E6,5.09,25.6,2006.0,0.85,65.79,0.65,0.03556771545827633
CF34-10E6,5.09,25.5,2009.0,0.85,65.79,0.653,0.035731874145006844
CF34-10E6,5.09,25.6,2004.0,0.85,65.79,0.659,0.03606019151846785
CF34-10E6A1,5.09,27.3,2006.0,0.85,71.145,0.714,0.03612903225806452
CF34-10E6A1,5.09,27.2,2009.0,0.85,71.145,0.717,0.036280834914611
CF34-10E6A1,5.09,27.3,2004.0,0.85,71.145,0.72,0.03643263757115749
CF34-10E7,5.09,27.3,2006.0,0.85,71.145,0.714,0.03612903225806452
CF34-10E7,5.09,27.2,2009.0,0.85,71.145,0.717,0.036280834914611
CF34-10E7,5.09,27.3,2004.0,0.85,71.145,0.72,0.03643263757115749
CF34-10E7-B,5.09,27.2,2009.0,0.85,71.145,0.717,0.036280834914611
CF34-3A,6.25,19.7,1991.0,0.85,34.8585,0.3343,0.03452472137355308
CF34-3A1,6.25,19.7,1991.0,0.85,34.8585,0.3343,0.03452472137355308
CF34-3B,6.25,19.3,1991.0,0.85,34.8585,0.3288,0.03395671070183742
CF34-3B/-3B1,6.25,19.3,1991.0,0.85,34.8585,0.3288,0.03395671070183742
CF34-8C1,5.13,23.03,,0.85,47.906,0.4941,0.037130213334446625
CF34-8C1 Block 1,5.13,22.15,2002.0,0.85,47.906,0.479,0.035995491170208324
CF34-8C5,5.13,23.09,2002.0,0.85,50.507,0.5297,0.03775555863543667
CF34-8C5,5.13,23.09,2002.0,0.85,50.507,0.53,0.03777694181004613
CF34-8C5A1,5.13,23.49,2002.0,0.85,51.526999999999994,0.543,0.03793739204688805
CF34-8C5A2,5.13,24.12,2002.0,0.85,53.1165,0.563,0.03815763463330603
CF34-8C5A3,5.13,24.82,2002.0,0.85,54.8505,0.586,0.0384609073755025
CF34-8C5B1,5.13,22.08,2002.0,0.85,47.8975,0.497,0.03735476799415419
CF34-8E2,5.13,21.71,2002.0,0.85,46.9115,0.485,0.03721901879070164
CF34-8E2,5.13,21.71,2002.0,0.85,46.9115,0.485,0.03721901879070164
CF34-8E2A1,5.13,23.0,2002.0,0.85,50.277499999999996,0.527,0.03773457311918851
CF34-8E5,5.13,23.18,2002.0,0.85,50.728,0.5326,0.03779687746412238
CF34-8E5,5.13,23.18,2002.0,0.85,50.728,0.533,0.037825264153918944
CF34-8E5A1,5.13,24.12,2002.0,0.85,53.1165,0.5632,0.03817118974330011
CF34-8E5A1,5.13,24.12,2002.0,0.85,53.1165,0.563,0.03815763463330603
CF34-8E5A2,5.13,24.82,2002.0,0.85,54.8505,0.586,0.0384609073755025
CF34-8E6,5.13,23.18,2002.0,0.85,50.728,0.533,0.037825264153918944
CF34-8E6A1,5.13,24.12,2002.0,0.85,53.1165,0.563,0.03815763463330603
CF34-8C5,5.13,23.09,2002.0,0.85,50.507,0.53,0.03777694181004613
CF34-8C5A1,5.13,23.49,2002.0,0.85,51.526999999999994,0.543,0.03793739204688805
CF34-8C5B1,5.13,22.08,2002.0,0.85,47.8975,0.497,0.03735476799415419
CF34-8C5A2,5.13,24.12,2002.0,0.85,53.1165,0.563,0.03815763463330603
CF34-8C5A3,5.13,24.82,2002.0,0.85,54.8505,0.586,0.0384609073755025
CF34-8E2,5.13,21.71,2002.0,0.85,46.9115,0.485,0.03721901879070164
CF34-8E2A1,5.13,23.0,2002.0,0.85,50.277499999999996,0.527,0.03773457311918851
CF34-8E5,5.13,23.18,2002.0,0.85,50.728,0.533,0.037825264153918944
CF34-8E5A1,5.13,24.12,2002.0,0.85,53.1165,0.563,0.03815763463330603
CF34-8E5A2,5.13,24.82,2002.0,0.85,54.8505,0.586,0.0384609073755025
CF34-8E6,5.13,23.18,2002.0,0.85,50.728,0.533,0.037825264153918944
CF34-8E6A1,5.13,24.12,2002.0,0.85,53.1165,0.563,0.03815763463330603
CF6-45A,4.3,25.38,1987.0,0.85,172.38,1.663,0.034730247128437176
CF6-45A2,4.3,25.9,1979.0,0.85,172.38,1.716,0.035837104072398186
CF6-45A2,4.3,25.38,1987.0,0.85,172.38,1.663,0.034730247128437176
CF6-50A,4.3,26.88,1987.0,0.85,183.005,1.787,0.03515313789240731
CF6-50C,4.3,28.8,1979.0,0.85,190.57,1.915,0.03617568347588813
CF6-50C,4.3,27.76,1987.0,0.85,190.57,1.875,0.03542005562260587
CF6-50C1,4.3,28.44,1987.0,0.85,195.84,1.94,0.03566176470588235
"CF6-50C1, -C2",4.3,29.8,1979.0,0.85,195.84,1.975,0.03630514705882353
CF6-50C2,4.3,28.44,1987.0,0.85,195.84,1.94,0.03566176470588235
CF6-50C2B,4.3,29.06,1987.0,0.85,201.195,1.997,0.035732498322522926
CF6-50C2R,4.3,28.8,1979.0,0.85,190.57,1.915,0.03617568347588813
CF6-50C2R,4.3,27.76,1987.0,0.85,190.57,1.875,0.03542005562260587
CF6-50CA,4.3,27.76,1987.0,0.85,190.57,1.875,0.03542005562260587
CF6-50E,4.3,28.44,1987.0,0.85,195.84,1.94,0.03566176470588235
CF6-50E1,4.3,28.44,1987.0,0.85,195.84,1.94,0.03566176470588235
CF6-50E2,4.3,29.8,1979.0,0.85,195.84,1.975,0.03630514705882353
CF6-50E2,4.3,28.44,1987.0,0.85,195.84,1.94,0.03566176470588235
