engine,BPR,OPR,year,mode_pct,thrust_kN,fuel_kg_s,TSFC
AE3007C,5.3,16.2,1994.0,0.3,8.58,0.091,0.03818181818181818
AE3007A1E,4.72,19.06,2001.0,0.3,11.147999999999998,0.12,0.03875134553283101
AE3007C,5.2,15.8,1994.0,0.3,8.886,0.0943,0.03820391627278865
AE3007C,5.2,15.8,1994.0,0.3,8.886,0.0943,0.03820391627278865
AE3007C,5.2,15.8,2002.0,0.3,8.886,0.0943,0.03820391627278865
AE3007C1,5.1,16.58,1994.0,0.3,9.438,0.0991,0.03780038143674507
AE3007C1,5.1,16.58,2002.0,0.3,9.438,0.0991,0.03780038143674507
AE3007C2,4.99,17.44,2002.0,0.3,9.818999999999999,0.0985,0.03611365719523374
AE3007A1,4.77,17.97,2001.0,0.3,10.472999999999999,0.113,0.03884273847035234
AE3007A1/1,4.77,17.9,2001.0,0.3,10.422,0.1125,0.038860103626943004
AE3007A1/3,4.81,17.22,2001.0,0.3,9.915,0.1077,0.039104387291981846
AE3007A1P,4.77,17.9,2001.0,0.3,10.422,0.1126,0.03889464594127807
AE3007A1E,4.72,19.06,2001.0,0.3,11.147999999999998,0.12,0.03875134553283101
AE3007A2,4.79,20.2,2001.0,0.3,12.668999999999999,0.138,0.03921382903149421
AE3007A3,4.72,17.2,2001.0,0.3,9.9,0.1076,0.039127272727272726
D-30 (Il series),0.85,18.4,1990.0,0.3,19.992,0.35,0.06302521008403361
D-30KP-2,2.2,19.45,1990.0,0.3,35.279999999999994,0.49,0.05000000000000001
D-30KU,2.35,17.4,1989.0,0.3,33.81,0.5,0.05323868677905945
D-30KU-154,2.3,17.0,1989.0,0.3,32.25,0.42,0.04688372093023256
PS-90A,5.0,30.85,1989.0,0.3,47.07,0.489,0.03739961759082218
PS-90A,4.48,30.8,2007.0,0.3,46.379999999999995,0.511,0.03966364812419147
PS-90A1,4.36,33.79,2007.0,0.3,50.91,0.533,0.03769004124926341
PS-90A2,4.32,31.23,2006.0,0.3,47.084999999999994,0.491,0.037540618031220135
BR700-710A1-10,4.2,24.31,1996.0,0.3,19.683,0.22,0.040237768632830365
BR700-710A1-10,4.2,24.23,1996.0,0.3,19.683,0.214,0.03914037494284408
BR700-710A2-20,4.19,24.16,1996.0,0.3,19.683,0.214,0.03914037494284408
BR700-710C4-11,4.05,24.95,1996.0,0.3,20.630999999999997,0.215,0.037516358877417486
BR700-715A1-30,4.66,28.98,1998.0,0.3,25.247999999999998,0.245,0.034933460076045635
BR700-715A1-30,4.68,28.75,1999.0,0.3,24.969,0.24,0.034602907605430736
BR700-715B1-30,4.6,30.47,1998.0,0.3,26.904,0.259,0.03465655664585192
BR700-715B1-30,4.6,30.58,1999.0,0.3,26.904,0.257,0.03438893844781445
BR700-715C1-30,4.55,32.01,1998.0,0.3,28.599,0.273,0.034364837931396205
BR700-715C1-30,4.54,32.15,1999.0,0.3,28.599,0.272,0.03423895940417497
BR700-725A1-12,4.35,26.16,2008.0,0.3,22.71,0.221,0.0350330250990753
BR700-710D5-21,4.62,33.14,2017.0,0.3,20.529,0.197,0.034546251644015785
BR700-710A2-20,4.19,24.16,1996.0,0.3,19.683,0.214,0.03914037494284408
BR700-710C4-11,4.05,24.95,1996.0,0.3,20.630999999999997,0.215,0.037516358877417486
BR700-710D5-21,4.62,33.14,2017.0,0.3,20.529,0.197,0.034546251644015785
BR700-725A1-12,4.35,26.16,2008.0,0.3,22.71,0.221,0.0350330250990753
CFM56-2A series,6.0,25.2,1983.0,0.3,32.028,0.318,0.03574372424128887
CFM56-2B-1,6.0,23.5,1983.0,0.3,29.357999999999997,0.311,0.0381361128142244
CFM56-2-C5,6.0,23.5,1983.0,0.3,29.357999999999997,0.311,0.0381361128142244
CFM56-3-B1,5.1,22.44,1983.0,0.3,26.822999999999997,0.29,0.038921820825411034
CFM56-3B-2,5.1,24.1,1983.0,0.3,29.49,0.314,0.03833163784333673
CFM56-3C-1,5.1,25.5,1983.0,0.3,31.379999999999995,0.336,0.03854684512428299
CFM56-3C-1 (Rerated),5.1,21.3,1983.0,0.3,24.687,0.273,0.03981042654028436
CFM56-5-A1,6.0,26.6,1986.0,0.3,33.36,0.291,0.031402877697841725
CFM56-5A3,6.0,27.9,1986.0,0.3,35.364,0.307,0.03125212080081439
CFM56-5A4,6.0,23.8,1986.0,0.3,29.366999999999997,0.261,0.03199509653692921
CFM56-5A5,6.0,25.1,1986.0,0.3,31.358999999999998,0.276,0.031684683822825986
CFM56-5B1,5.7,30.2,1992.0,0.3,40.035,0.364,0.03273136005994754
CFM56-5B1/2,5.7,30.2,1994.0,0.3,40.035,0.369,0.0331809666541776
CFM56-5B1/2P,5.7,30.5,1996.0,0.3,40.05,0.37,0.03325842696629214
CFM56-5B1/3,5.5,30.2,2005.0,0.3,40.02,0.347,0.031214392803598195
CFM56-5B1/P,5.7,30.47,1995.0,0.3,40.035,0.345,0.03102285500187336
CFM56-5B2,5.6,31.3,1992.0,0.3,41.37,0.376,0.03271936185641769
CFM56-5B2/2,5.7,31.2,1994.0,0.3,41.37,0.377,0.03280638143582306
CFM56-5B2/2P,5.6,31.6,1996.0,0.3,41.37,0.39,0.03393763596809282
CFM56-5B2/3,5.5,31.3,2005.0,0.3,41.37,0.358,0.0311530094271211
CFM56-5B2/P,5.6,31.57,1995.0,0.3,41.37,0.356,0.03097897026831037
CFM56-5B3/2P,5.6,32.8,1996.0,0.3,42.72,0.4,0.033707865168539325
CFM56-5B3/3,5.4,32.6,2005.0,0.3,42.690000000000005,0.369,0.031117357695010537
CFM56-5B3/P,5.6,32.78,1995.0,0.3,42.705,0.366,0.03085353003161222
CFM56-5B4,5.9,27.1,1992.0,0.3,35.37,0.326,0.03318066157760815
CFM56-5B4/2,5.7,27.1,1994.0,0.3,35.37,0.335,0.03409669211195929
CFM56-5B4/2P,5.9,27.7,1996.0,0.3,36.029999999999994,0.34,0.03397169025811824
CFM56-5B4/3,5.7,27.3,2005.0,0.3,36.029999999999994,0.316,0.0315736885928393
CFM56-5B4/P,5.9,27.69,1995.0,0.3,36.033,0.312,0.031171426192656733
CFM56-5B5/3,6.0,23.1,2005.0,0.3,29.37,0.264,0.032359550561797755
CFM56-5B5/P,5.9,23.33,1995.0,0.3,29.366999999999997,0.26,0.03187250996015937
CFM56-5B6/2,5.7,24.8,1995.0,0.3,31.349999999999998,0.315,0.03617224880382776
CFM56-5B6/2P,6.0,24.6,1996.0,0.3,31.349999999999998,0.31,0.03559808612440192
CFM56-5B6/3,5.9,24.3,2005.0,0.3,31.349999999999998,0.279,0.03203827751196173
CFM56-5B6/P,6.0,24.64,1995.0,0.3,31.358999999999998,0.275,0.03156988424375778
CFM56-5B7/3,5.7,27.3,2005.0,0.3,36.029999999999994,0.316,0.0315736885928393
CFM56-5B7/P,5.9,27.69,1995.0,0.3,36.033,0.312,0.031171426192656733
CFM56-5B8/3,6.0,22.7,2005.0,0.3,28.83,0.26,0.03246618106139438
CFM56-5B8/P,5.9,22.6,1995.0,0.3,28.41,0.262,0.03319957761351637
CFM56-5B9/2P,5.9,24.4,1996.0,0.3,30.66,0.296,0.03475538160469667
CFM56-5B9/3,5.9,24.2,2005.0,0.3,31.08,0.278,0.0322007722007722
CFM56-5B9/P,5.9,24.0,1995.0,0.3,30.66,0.28,0.03287671232876713
CFM56-5C2,6.8,28.8,1991.0,0.3,41.634,0.3558,0.03076523994811933
CFM56-5C2/P,6.8,28.2,1991.0,0.3,41.283,0.342,0.029823413996075868
CFM56-5C3,6.7,29.9,1991.0,0.3,43.370999999999995,0.37,0.03071176592654078
CFM56-5C3/P,6.7,29.2,1991.0,0.3,42.999,0.355,0.029721621433056584
CFM56-5C4,6.6,31.15,1991.0,0.3,45.375,0.386,0.030624793388429754
CFM56-5C4/P,6.6,30.5,1991.0,0.3,44.97,0.37,0.02961974649766511
CFM56-5B1/3,5.5,30.2,2005.0,0.3,40.02,0.347,0.031214392803598195
CFM56-5B2/3,5.5,31.3,2005.0,0.3,41.37,0.358,0.0311530094271211
CFM56-5B3/3,5.4,32.6,2005.0,0.3,42.690000000000005,0.369,0.031117357695010537
CFM56-5B4/3,5.7,27.3,2005.0,0.3,36.029999999999994,0.316,0.0315736885928393
CFM56-5B5/3,6.0,23.1,2005.0,0.3,29.37,0.264,0.032359550561797755
CFM56-5B6/3,5.9,24.3,2005.0,0.3,31.349999999999998,0.279,0.03203827751196173
CFM56-5B7/3,5.7,27.3,2005.0,0.3,36.029999999999994,0.316,0.0315736885928393
CFM56-5B8/3,6.0,22.7,2005.0,0.3,28.83,0.26,0.03246618106139438
CFM56-5B9/3,5.9,24.2,2005.0,0.3,31.08,0.278,0.0322007722007722
CFM56-7B18,5.5,21.59,1996.0,0.3,26.022,0.26,0.03596956421489509
CFM56-7B18/3,5.5,21.4,2005.0,0.3,26.01,0.256,0.035432525951557096
CFM56-7B20,5.4,22.61,1996.0,0.3,27.488999999999997,0.274,0.03588344428680564
CFM56-7B20/2,5.4,22.77,1997.0,0.3,27.488999999999997,0.278,0.0364072901888028
CFM56-7B20/3,5.5,22.4,2005.0,0.3,27.479999999999997,0.268,0.03510917030567686
CFM56-7B20E,5.5,22.4,2005.0,0.3,27.479999999999997,0.268,0.03510917030567686
CFM56-7B22,5.3,24.41,1996.0,0.3,30.290999999999997,0.298,0.0354164603347529
CFM56-7B22/2,5.3,24.61,1997.0,0.3,30.290999999999997,0.303,0.036010696246409825
CFM56-7B22/3,5.3,24.2,2005.0,0.3,30.299999999999997,0.291,0.03457425742574258
CFM56-7B22E,5.3,24.2,2005.0,0.3,30.299999999999997,0.291,0.03457425742574258
CFM56-7B22E/B1,5.3,24.2,2005.0,0.3,30.299999999999997,0.291,0.03457425742574258
CFM56-7B24,5.2,25.78,1996.0,0.3,32.295,0.316,0.03522526706920576
CFM56-7B24/2,5.2,25.95,1997.0,0.3,32.295,0.313,0.03489084997677659
CFM56-7B24/3,5.3,25.6,2005.0,0.3,32.279999999999994,0.308,0.034349442379182166
CFM56-7B24E,5.3,25.6,2005.0,0.3,32.279999999999994,0.308,0.034349442379182166
CFM56-7B24E/B1,5.3,25.6,2005.0,0.3,32.279999999999994,0.308,0.034349442379182166
CFM56-7B26,5.1,27.61,1996.0,0.3,35.096999999999994,0.338,0.034669629882895986
CFM56-7B26,5.1,27.61,1996.0,0.3,35.096999999999994,0.338,0.034669629882895986
CFM56-7B26/2,5.1,27.8,1997.0,0.3,35.096999999999994,0.334,0.03425933840499189
CFM56-7B26/3,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26/3 (Research Measurement),5.1,27.7,2013.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E/B1,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E/B2,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E/B2F,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E/F,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B27,5.0,28.63,1996.0,0.3,36.431999999999995,0.349,0.03448616600790514
CFM56-7B27/2,5.0,28.84,1997.0,0.3,36.431999999999995,0.351,0.03468379446640316
CFM56-7B27/3,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27AE,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E/B1,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E/B1F,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E/B3,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E/F,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B20E,5.5,22.4,2005.0,0.3,27.479999999999997,0.268,0.03510917030567686
CFM56-7B22E,5.3,24.2,2005.0,0.3,30.299999999999997,0.291,0.03457425742574258
CFM56-7B22E/B1,5.3,24.2,2005.0,0.3,30.299999999999997,0.291,0.03457425742574258
CFM56-7B24E,5.3,25.6,2005.0,0.3,32.279999999999994,0.308,0.034349442379182166
CFM56-7B24E/B1,5.3,25.6,2005.0,0.3,32.279999999999994,0.308,0.034349442379182166
CFM56-7B26E,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E/B1,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E/B2,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E/F,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B26E/B2F,5.1,27.7,2005.0,0.3,35.1,0.331,0.033948717948717955
CFM56-7B27E,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E/B1,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E/B3,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27AE,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E/F,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
CFM56-7B27E/B1F,5.1,29.0,2005.0,0.3,36.42,0.343,0.03390444810543658
LEAP-1A26/26E1,11.1,33.4,2016.0,0.3,36.18,0.242,0.02407960199004975
LEAP-1A35A/33/33B2/32/30,10.5,38.6,2016.0,0.3,42.93,0.282,0.023647798742138362
LEAP-1A24/24E1/23,11.3,30.0,2016.0,0.3,32.04,0.219,0.02460674157303371
LEAP-1A26/26E1,11.1,33.3,2016.0,0.3,36.18,0.244,0.02427860696517413
LEAP-1A35A/33/33B2/32/30,10.5,38.5,2016.0,0.3,42.93,0.284,0.02381551362683438
LEAP-1A26CJ,11.1,33.3,2016.0,0.3,36.18,0.244,0.02427860696517413
LEAP-1A29,10.7,35.5,2016.0,0.3,39.09,0.261,0.024036838066001535
LEAP-1A29CJ,10.7,35.5,2016.0,0.3,39.09,0.261,0.024036838066001535
LEAP-1A24/24E1/23,11.3,30.0,2016.0,0.3,32.04,0.219,0.02460674157303371
LEAP-1A26/26E1,11.1,33.3,2016.0,0.3,36.18,0.244,0.02427860696517413
LEAP-1A26CJ,11.1,33.3,2016.0,0.3,36.18,0.244,0.02427860696517413
LEAP-1A29,10.7,35.5,2016.0,0.3,39.09,0.261,0.024036838066001535
LEAP-1A29CJ,10.7,35.5,2016.0,0.3,39.09,0.261,0.024036838066001535
LEAP-1A35A/33/33B2/32/30,10.5,38.5,2016.0,0.3,42.93,0.284,0.02381551362683438
LEAP-1B28,8.6,41.5,2016.0,0.3,39.12,0.277,0.025490797546012273
LEAP-1B28B2,8.6,41.5,2016.0,0.3,39.12,0.277,0.025490797546012273
LEAP-1B27,8.5,39.92,2016.0,0.3,37.41,0.266,0.025597433841218927
LEAP-1B25,8.4,38.4,2016.0,0.3,35.76,0.255,0.025671140939597315
LEAP-1B21,8.5,36.8,2016.0,0.3,33.39,0.245,0.026415094339622643
LEAP-1B23,8.5,37.9,2016.0,0.3,34.56,0.253,0.026354166666666665
LEAP-1B25,8.4,40.135,2016.0,0.3,35.76,0.26,0.026174496644295303
LEAP-1B28BBJ2,8.3,40.5,2016.0,0.3,37.41,0.273,0.026271050521251005
LEAP-1B27,8.3,40.5,2016.0,0.3,37.41,0.273,0.026271050521251005
LEAP-1B28B2C,8.3,40.5,2016.0,0.3,37.41,0.273,0.026271050521251005
LEAP-1B28BBJ1,8.3,42.0,2016.0,0.3,39.12,0.285,0.026226993865030676
LEAP-1B28/28B2/28B1/28B3,8.3,42.0,2016.0,0.3,39.12,0.285,0.026226993865030676
LEAP-1B21,8.5,36.8,2016.0,0.3,33.39,0.245,0.026415094339622643
LEAP-1B23,8.5,37.9,2016.0,0.3,34.56,0.253,0.026354166666666665
LEAP-1B25,8.4,40.135,2016.0,0.3,35.76,0.26,0.026174496644295303
LEAP-1B27,8.3,40.5,2016.0,0.3,37.41,0.273,0.026271050521251005
LEAP-1B28B2C,8.3,40.5,2016.0,0.3,37.41,0.273,0.026271050521251005
LEAP-1B28BBJ1,8.3,42.0,2016.0,0.3,39.12,0.285,0.026226993865030676
LEAP-1B28BBJ2,8.3,40.5,2016.0,0.3,37.41,0.273,0.026271050521251005
LEAP-1B28/28B1/28B2/28B3,8.3,42.0,2016.0,0.3,39.12,0.285,0.026226993865030676
GP7270,8.71,36.62,2005.0,0.3,99.717,0.711,0.025668642257588976
CF34-10A16,5.7,25.1,2006.0,0.3,23.07,0.219,0.0341742522756827
CF34-10A16/16-B,5.7,25.1,2006.0,0.3,23.07,0.219,0.0341742522756827
CF34-10A18,5.4,26.5,2006.0,0.3,24.63,0.232,0.03390986601705238
CF34-10E2A1,5.09,25.1,2004.0,0.3,22.631999999999998,0.222,0.035312831389183466
CF34-10E2A1,5.09,25.1,2004.0,0.3,22.631999999999998,0.222,0.035312831389183466
CF34-10E5,5.09,25.6,2006.0,0.3,23.220000000000002,0.221,0.034263565891472864
CF34-10E5,5.09,25.5,2009.0,0.3,23.220000000000002,0.223,0.034573643410852714
CF34-10E5,5.09,25.6,2004.0,0.3,23.220000000000002,0.227,0.0351937984496124
CF34-10E5A1,5.09,27.3,2006.0,0.3,25.11,0.237,0.03397849462365591
CF34-10E5A1,5.09,27.2,2009.0,0.3,25.11,0.239,0.034265232974910395
CF34-10E5A1,5.09,27.3,2004.0,0.3,25.11,0.244,0.03498207885304659
CF34-10E6,5.09,25.6,2006.0,0.3,23.220000000000002,0.221,0.034263565891472864
CF34-10E6,5.09,25.5,2009.0,0.3,23.220000000000002,0.223,0.034573643410852714
CF34-10E6,5.09,25.6,2004.0,0.3,23.220000000000002,0.227,0.0351937984496124
CF34-10E6A1,5.09,27.3,2006.0,0.3,25.11,0.237,0.03397849462365591
CF34-10E6A1,5.09,27.2,2009.0,0.3,25.11,0.239,0.034265232974910395
CF34-10E6A1,5.09,27.3,2004.0,0.3,25.11,0.244,0.03498207885304659
CF34-10E7,5.09,27.3,2006.0,0.3,25.11,0.237,0.03397849462365591
CF34-10E7,5.09,27.2,2009.0,0.3,25.11,0.239,0.034265232974910395
CF34-10E7,5.09,27.3,2004.0,0.3,25.11,0.244,0.03498207885304659
CF34-10E7-B,5.09,27.2,2009.0,0.3,25.11,0.239,0.034265232974910395
CF34-3A,6.25,19.7,1991.0,0.3,12.302999999999999,0.119,0.03482077542062912
CF34-3A1,6.25,19.7,1991.0,0.3,12.302999999999999,0.119,0.03482077542062912
CF34-3B,6.25,19.3,1991.0,0.3,12.302999999999999,0.116,0.03394294074615948
CF34-3B/-3B1,6.25,19.3,1991.0,0.3,12.302999999999999,0.116,0.03394294074615948
CF34-8C1,5.13,23.03,,0.3,16.907999999999998,0.1681,0.03579134137686303
CF34-8C1 Block 1,5.13,22.15,2002.0,0.3,16.907999999999998,0.1702,0.03623846699787083
CF34-8C5,5.13,23.09,2002.0,0.3,17.826,0.1793,0.036210030292830694
CF34-8C5,5.13,23.09,2002.0,0.3,17.826,0.179,0.036149444631437225
CF34-8C5A1,5.13,23.49,2002.0,0.3,18.186,0.183,0.03622566809633784
CF34-8C5A2,5.13,24.12,2002.0,0.3,18.747,0.188,0.036101776284205474
CF34-8C5A3,5.13,24.82,2002.0,0.3,19.358999999999998,0.193,0.03589028358902836
CF34-8C5B1,5.13,22.08,2002.0,0.3,16.905,0.171,0.03641526175687666
CF34-8E2,5.13,21.71,2002.0,0.3,16.557,0.168,0.03652835658633811
CF34-8E2,5.13,21.71,2002.0,0.3,16.557,0.168,0.03652835658633811
CF34-8E2A1,5.13,23.0,2002.0,0.3,17.744999999999997,0.179,0.036314454775993245
CF34-8E5,5.13,23.18,2002.0,0.3,17.904,0.18,0.036193029490616625
CF34-8E5,5.13,23.18,2002.0,0.3,17.904,0.18,0.036193029490616625
CF34-8E5A1,5.13,24.12,2002.0,0.3,18.747,0.1876,0.03602496399423908
CF34-8E5A1,5.13,24.12,2002.0,0.3,18.747,0.188,0.036101776284205474
CF34-8E5A2,5.13,24.82,2002.0,0.3,19.358999999999998,0.193,0.03589028358902836
CF34-8E6,5.13,23.18,2002.0,0.3,17.904,0.18,0.036193029490616625
CF34-8E6A1,5.13,24.12,2002.0,0.3,18.747,0.188,0.036101776284205474
CF34-8C5,5.13,23.09,2002.0,0.3,17.826,0.179,0.036149444631437225
CF34-8C5A1,5.13,23.49,2002.0,0.3,18.186,0.183,0.03622566809633784
CF34-8C5B1,5.13,22.08,2002.0,0.3,16.905,0.171,0.03641526175687666
CF34-8C5A2,5.13,24.12,2002.0,0.3,18.747,0.188,0.036101776284205474
CF34-8C5A3,5.13,24.82,2002.0,0.3,19.358999999999998,0.193,0.03589028358902836
CF34-8E2,5.13,21.71,2002.0,0.3,16.557,0.168,0.03652835658633811
CF34-8E2A1,5.13,23.0,2002.0,0.3,17.744999999999997,0.179,0.036314454775993245
CF34-8E5,5.13,23.18,2002.0,0.3,17.904,0.18,0.036193029490616625
CF34-8E5A1,5.13,24.12,2002.0,0.3,18.747,0.188,0.036101776284205474
CF34-8E5A2,5.13,24.82,2002.0,0.3,19.358999999999998,0.193,0.03589028358902836
CF34-8E6,5.13,23.18,2002.0,0.3,17.904,0.18,0.036193029490616625
CF34-8E6A1,5.13,24.12,2002.0,0.3,18.747,0.188,0.036101776284205474
CF6-45A,4.3,25.38,1987.0,0.3,60.84,0.592,0.035029585798816563
CF6-45A2,4.3,25.9,1979.0,0.3,60.84,0.583,0.03449704142011834
CF6-45A2,4.3,25.38,1987.0,0.3,60.84,0.592,0.035029585798816563
CF6-50A,4.3,26.88,1987.0,0.3,64.59,0.625,0.03483511379470506
CF6-50C,4.3,28.8,1979.0,0.3,67.25999999999999,0.643,0.034415700267618206
CF6-50C,4.3,27.76,1987.0,0.3,67.25999999999999,0.641,0.034308652988403215
CF6-50C1,4.3,28.44,1987.0,0.3,69.12,0.663,0.03453125
"CF6-50C1, -C2",4.3,29.8,1979.0,0.3,69.12,0.66,0.034375
CF6-50C2,4.3,28.44,1987.0,0.3,69.12,0.663,0.03453125
CF6-50C2B,4.3,29.06,1987.0,0.3,71.00999999999999,0.667,0.03381495564005071
CF6-50C2R,4.3,28.8,1979.0,0.3,67.25999999999999,0.643,0.034415700267618206
CF6-50C2R,4.3,27.76,1987.0,0.3,67.25999999999999,0.641,0.034308652988403215
CF6-50CA,4.3,27.76,1987.0,0.3,67.25999999999999,0.641,0.034308652988403215
CF6-50E,4.3,28.44,1987.0,0.3,69.12,0.663,0.03453125
CF6-50E1,4.3,28.44,1987.0,0.3,69.12,0.663,0.03453125
CF6-50E2,4.3,29.8,1979.0,0.3,69.12,0.66,0.034375
CF6-50E2,4.3,28.44,1987.0,0.3,69.12,0.663,0.03453125
CF6-50E2B,4.3,29.06,1987.0,0.3,71.00999999999999,0.667,0.03381495564005071
CF6-6D,5.9,24.7,1979.0,0.3,52.440000000000005,0.4839,0.03321967963386727
CF6-6D1A,5.9,25.4,1979.0,0.3,54.57,0.494,0.0325893347993403
CF6-6K,5.9,24.7,1979.0,0.3,52.440000000000005,0.4839,0.03321967963386727
CF6-6K2,5.9,25.4,1979.0,0.3,54.57,0.494,0.0325893347993403
CF6-80A,5.0,29.0,1983.0,0.3,62.64,0.615,0.0353448275862069
CF6-80A1,5.0,29.0,1983.0,0.3,62.699999999999996,0.615,0.035311004784689
CF6-80A2,5.0,30.1,1983.0,0.3,64.95,0.641,0.03552886836027713
CF6-80A3,5.0,30.1,1983.0,0.3,65.34,0.641,0.035316804407713495
CF6-80C2A1,5.1,30.96,1985.0,0.3,77.21999999999998,0.636,0.029650349650349656
CF6-80C2A1,5.1,30.53,1995.0,0.3,77.21999999999998,0.651,0.030349650349650353
CF6-80C2A2,5.1,28.0,1985.0,0.3,70.005,0.58,0.02982644096850225
CF6-80C2A2,5.1,28.0,1985.0,0.3,70.005,0.58,0.02982644096850225
CF6-80C2A2,5.1,27.79,1995.0,0.3,70.005,0.59,0.030340689950717807
CF6-80C2A3,5.1,31.64,1985.0,0.3,78.66600000000001,0.649,0.029700251697048277
CF6-80C2A3,5.1,31.64,1985.0,0.3,78.66600000000001,0.649,0.029700251697048277
CF6-80C2A3,5.1,31.09,1995.0,0.3,78.66600000000001,0.662,0.03029517199298299
CF6-80C2A5,5.1,31.58,1985.0,0.3,80.19,0.687,0.030841750841750844
CF6-80C2A5,5.1,31.58,1985.0,0.3,80.19,0.687,0.030841750841750844
CF6-80C2A5,5.1,31.66,1995.0,0.3,80.20199999999998,0.672,0.030163836313308903
CF6-80C2A5F,5.1,32.88,1995.0,0.3,81.564,0.691,0.030498749448286008
CF6-80C2A8,5.1,31.0,1985.0,0.3,77.21999999999998,0.655,0.03053613053613054
CF6-80C2A8,5.1,30.45,1995.0,0.3,77.211,0.651,0.030353188017251426
CF6-80C2B1,5.1,30.08,1985.0,0.3,74.7,0.616,0.029686746987951807
CF6-80C2B1,5.1,29.53,1995.0,0.3,74.70299999999999,0.63,0.03036022649692784
CF6-80C2B1F,5.1,30.13,1985.0,0.3,76.29,0.632,0.029823043649233185
CF6-80C2B1F,5.1,30.13,1985.0,0.3,76.29,0.621,0.029303971686983878
CF6-80C2B1F,5.1,30.13,1995.0,0.3,76.27799999999999,0.65,0.030677259498151505
CF6-80C2B2,5.1,27.74,1985.0,0.3,69.33,0.577,0.029961055819991343
CF6-80C2B2,5.1,27.53,1995.0,0.3,69.324,0.585,0.03037908949281634
CF6-80C2B2F,5.1,27.52,1985.0,0.3,69.405,0.5585,0.028969094445645126
CF6-80C2B2F,5.1,27.6,1995.0,0.3,69.405,0.593,0.03075859087961962
CF6-80C2B4,5.1,30.36,1985.0,0.3,76.30499999999999,0.65,0.030666404560644785
CF6-80C2B4,5.1,30.14,1995.0,0.3,76.30499999999999,0.641,0.030241792805189703
CF6-80C2B4F,5.1,30.17,1985.0,0.3,76.437,0.6138,0.02890851289297068
CF6-80C2B4F,5.1,30.22,1995.0,0.3,76.437,0.65,0.030613446367596844
CF6-80C2B5F,5.1,32.82,1995.0,0.3,81.75899999999999,0.697,0.030690199244119917
CF6-80C2B6,5.1,31.56,1985.0,0.3,80.16,0.686,0.030808383233532938
CF6-80C2B6,5.1,31.66,1995.0,0.3,80.16,0.672,0.030179640718562877
CF6-80C2B6F,5.1,31.79,1985.0,0.3,80.109,0.643,0.028895629704527585
CF6-80C2B6F,5.1,31.72,1995.0,0.3,80.109,0.682,0.03064824177058758
CF6-80C2B7F,5.1,31.79,1985.0,0.3,80.109,0.64,0.028760813391753737
CF6-80C2B7F,5.1,31.72,1995.0,0.3,80.109,0.682,0.03064824177058758
CF6-80C2B8F,5.1,31.37,1996.0,0.3,80.1,0.685,0.030786516853932584
CF6-80C2B8FA,5.1,31.71,1995.0,0.3,80.106,0.688,0.030919032282226047
CF6-80C2D1F,5.1,32.86,1985.0,0.3,80.98799999999999,0.657,0.02920432656689881
CF6-80C2D1F,5.1,32.05,1995.0,0.3,80.98799999999999,0.688,0.03058230849014669
CF6-80E1A1,5.1,32.44,1992.0,0.3,84.45,0.714,0.030436944937833037
CF6-80E1A1,5.1,32.46,1995.0,0.3,84.45899999999999,0.714,0.03043370155933649
CF6-80E1A2,5.1,33.08,1992.0,0.3,86.1,0.724,0.03027177700348432
CF6-80E1A2,5.1,33.1,1995.0,0.3,86.11200000000001,0.724,0.03026755852842809
CF6-80E1A3,5.1,35.7,1995.0,0.3,91.44,0.755,0.0297244094488189
CF6-80E1A4,5.1,34.5,1995.0,0.3,89.232,0.744,0.0300161377084454
